player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jeremy Jones,98414,T,MARSHALL,13,100.0,0,214,66.7,71.0,61.8,1,10,388,100.0,100.0,98.6,3,11,0,849,0,0,1,849,409,409,0,846,440,0
Pete Nygra,145875,C,LOUISVILLE,13,100.0,0,210,71.1,70.8,69.5,1,14,452,100.0,100.0,98.1,2,16,1,848,848,0,0,848,475,475,0,0,373,0
R.J. Perry,124292,T,USF,12,100.0,1,327,66.0,70.8,60.1,6,15,458,100.0,100.0,97.3,6,23,2,846,0,1,838,846,493,493,0,4,353,3
Landon Burton,102820,C,LA LAFAYET,14,100.0,0,207,62.8,76.0,60.8,1,6,436,100.0,100.0,99.0,8,8,1,846,846,0,0,846,465,465,0,0,381,0
Josh Atwood,128073,C,UMASS,12,100.0,1,216,66.7,69.0,65.9,1,10,401,100.0,100.0,97.9,6,14,3,845,507,0,0,845,431,431,337,0,414,0
Anthonie Knapp,184097,T,NOTRE DAME,15,100.0,0,258,63.0,49.2,69.2,3,24,425,100.0,100.0,95.9,6,31,4,843,0,0,843,843,451,451,0,0,392,0
Nate Pabst,145639,G,BOWL GREEN,13,100.0,0,122,58.9,68.2,55.4,3,10,454,100.0,100.0,97.2,5,19,6,843,0,651,118,843,479,479,0,74,364,0
AJ Vaipulu,74652,G,NEW MEX ST,12,100.0,0,242,66.7,58.8,68.6,2,17,379,100.0,100.0,97.2,4,20,1,842,88,754,0,842,408,408,0,0,434,0
Alani Noa,176640,G,USC,13,100.0,0,326,55.9,51.1,57.0,0,14,505,100.0,100.0,98.4,3,15,1,842,0,0,0,842,523,523,842,0,319,0
Jacarrius Peak,157418,T,NC STATE,13,99.9,2,248,78.7,79.5,75.7,3,13,461,99.8,99.8,97.8,7,18,2,841,0,1,98,842,494,495,0,723,347,16
Simione Pale,176626,G,STANFORD,12,100.0,0,300,56.8,59.0,59.2,1,21,459,100.0,100.0,97.4,8,23,1,841,0,0,0,841,493,493,840,0,348,0
Ethan Hagler,139543,C,SM HOUSTON,13,100.0,0,281,61.4,64.4,60.5,1,7,385,100.0,100.0,99.0,6,8,0,841,841,0,0,841,405,405,0,0,436,0
Sam Hecht,144601,C,KANSAS ST,13,100.0,0,199,68.4,75.2,66.8,0,11,414,100.0,100.0,98.7,5,11,0,840,840,0,0,840,432,432,0,0,408,0
Michael Flores,108560,C,DOMINION,12,100.0,0,263,56.9,65.7,55.7,4,10,410,100.0,100.0,97.6,7,17,3,839,839,0,0,839,435,435,0,0,404,0
Jacob Bayer,150349,C,ARK STATE,12,100.0,0,113,81.9,81.9,81.4,0,9,465,100.0,100.0,98.8,4,10,1,838,838,0,0,838,496,496,0,0,342,0
Omar Aigbedion,164383,G,BAYLOR,13,100.0,1,118,75.2,77.7,75.7,0,7,429,100.0,100.0,99.0,5,8,1,838,0,0,0,838,461,461,838,0,377,0
Zach Barlev,144807,T,DOMINION,12,100.0,0,263,64.8,65.9,61.0,3,14,409,100.0,100.0,97.2,0,20,3,838,0,207,631,838,434,434,0,0,404,0
Joshua Braun,124371,G,ARKANSAS,12,100.0,1,111,73.3,85.9,71.5,2,5,458,100.0,100.0,99.0,4,8,1,835,0,0,0,835,478,478,835,0,357,0
Braylen Nelson,146050,T,FRESNO ST,13,100.0,1,169,68.1,64.3,70.7,6,22,474,100.0,100.0,96.6,4,30,2,835,0,0,0,835,505,505,0,831,330,3
Nishad Strother,98057,G,OREGON,13,99.9,2,264,69.6,75.1,69.7,0,9,424,99.8,99.8,98.9,5,9,0,835,0,823,0,836,448,449,1,1,387,6
Brady Small,171015,C,ARMY,14,100.0,0,114,88.4,76.4,86.8,1,1,125,100.0,100.0,98.4,2,3,1,835,835,0,0,835,136,136,0,0,699,0
Logan Parr,123125,G,SMU,13,100.0,1,287,63.3,81.8,56.7,2,8,414,100.0,100.0,98.8,6,10,0,835,0,782,0,835,449,449,52,0,386,1
Christian Jones,146145,T,S DIEGO ST,12,100.0,0,284,53.6,57.0,51.8,6,15,437,100.0,100.0,96.9,4,24,3,834,0,47,784,834,472,472,1,0,362,2
Ethan Crowe,130330,C,BALL ST,12,100.0,0,117,70.6,85.9,62.4,3,3,490,100.0,100.0,99.2,1,7,1,834,834,0,0,834,514,514,0,0,320,0
AJ Gillie,98043,G,LA LAFAYET,13,100.0,0,207,80.7,81.7,80.4,3,5,427,100.0,100.0,99.1,1,8,0,832,0,831,0,832,455,455,0,0,377,0
Gavin Gerhardt,123561,C,CINCINNATI,12,100.0,1,138,71.4,73.6,72.1,1,9,445,100.0,100.0,98.4,8,12,2,832,831,1,0,832,466,466,0,0,366,0
Tanner Morris,102305,C,JAMES MAD,13,100.0,0,197,64.5,69.5,63.6,2,8,415,100.0,100.0,98.6,4,11,1,832,832,0,0,832,427,427,0,0,405,0
Trey Wedig,129935,T,INDIANA,13,100.0,0,190,83.5,74.2,85.1,1,12,396,100.0,100.0,97.9,3,15,2,830,0,0,0,830,421,421,0,830,409,0
Bray Lynch,156401,G,INDIANA,13,100.0,1,190,69.0,72.4,67.1,0,9,396,100.0,100.0,98.6,5,10,1,830,0,0,0,830,421,421,830,0,409,0
Bert Hale,122675,G,LA TECH,12,100.0,0,208,66.9,84.7,61.4,2,4,442,100.0,100.0,99.3,4,6,0,830,0,827,0,830,453,453,0,1,377,0
Carter Smith,156399,T,INDIANA,13,100.0,0,190,80.1,79.5,75.7,4,6,396,100.0,100.0,98.2,2,12,2,830,0,0,823,830,421,421,0,0,409,6
Mike Katic,101575,C,INDIANA,13,100.0,0,190,73.7,75.7,71.3,1,7,396,100.0,100.0,98.5,2,10,2,830,830,0,0,830,421,421,0,0,409,0
Bruno Fina,131791,T,DUKE,12,99.9,0,154,45.6,36.9,51.5,5,25,463,99.8,99.8,95.9,4,34,4,829,0,0,816,830,490,491,0,0,339,14
Coltin Deery,162790,G,TCU,13,100.0,0,305,69.4,69.5,68.2,2,8,476,100.0,100.0,98.7,4,11,1,829,83,744,0,829,498,498,0,2,331,0
Ross Ulugalu-Maseuli,146155,G,S DIEGO ST,12,100.0,0,284,69.6,75.1,68.5,0,11,436,100.0,100.0,98.3,6,13,2,828,20,615,0,828,470,470,193,0,358,0
Caleb Krings,138412,G,DUKE,13,100.0,0,154,68.5,72.0,65.4,0,9,449,100.0,100.0,99.0,2,9,0,828,0,763,0,828,477,477,65,0,351,0
Anthony Carter Jr.,122856,G,NC STATE,13,99.8,2,248,69.0,73.2,67.9,2,10,457,99.8,99.6,98.7,5,12,0,827,0,824,0,829,489,491,0,0,338,1
Armand Membou,125008,T,MISSOURI,12,100.0,1,229,90.6,86.6,87.6,0,8,392,100.0,100.0,99.0,4,8,0,827,0,1,0,827,411,411,0,800,416,26
Daveion Harley,170423,C,JVILLE ST,14,100.0,0,196,55.6,51.0,56.8,3,8,292,100.0,100.0,97.4,5,13,2,826,707,0,0,826,320,320,118,0,506,1
John Williams,123585,T,CINCINNATI,12,100.0,0,138,75.1,86.3,65.2,1,6,441,100.0,100.0,99.0,2,8,1,826,0,0,823,826,461,461,0,0,365,3
Melvin Priestly,167108,T,ILLINOIS,13,100.0,1,187,58.5,63.7,59.7,6,11,411,100.0,100.0,97.4,8,19,2,826,0,0,0,826,445,445,0,825,381,1
Kenton Jerido,157859,G,S ALABAMA,13,100.0,0,288,53.1,79.7,45.1,2,8,437,100.0,100.0,98.9,4,10,0,826,0,532,0,826,461,461,294,0,365,0
Aaron Fenimore,174929,C,LIBERTY,12,100.0,0,206,73.7,62.8,73.8,0,10,341,100.0,100.0,98.2,1,11,1,825,792,0,0,825,363,363,33,0,462,0
Jon Mucciolo,108593,G,BALL ST,12,100.0,0,117,64.2,72.5,61.7,3,8,484,100.0,100.0,98.5,3,13,2,824,0,824,0,824,507,507,0,0,317,0
Howard Sampson,156612,T,N CAROLINA,12,100.0,0,245,70.3,73.3,70.0,3,11,423,100.0,100.0,97.2,10,19,5,824,0,0,822,824,454,454,0,0,370,2
Zeke Correll,53431,C,NC STATE,13,100.0,0,248,72.7,79.6,70.0,2,5,456,100.0,100.0,99.2,3,7,0,824,823,0,0,824,489,489,0,0,335,1
Nate Kalepo,100522,G,OLE MISS,12,100.0,0,226,60.6,69.7,57.8,6,6,442,100.0,100.0,98.0,4,15,3,824,0,819,0,824,465,465,1,0,359,1
J.C. Davis,157231,T,ILLINOIS,13,100.0,0,187,65.6,73.1,63.7,1,14,410,100.0,100.0,97.9,9,16,1,824,0,0,823,824,444,444,0,0,380,1
Jacob Gardner,128229,C,COLO STATE,13,100.0,0,144,89.1,88.6,88.8,0,3,404,100.0,100.0,99.6,6,3,0,824,824,0,0,824,426,426,0,0,398,0
Nofoafia Tulafono,128438,C,WYOMING,12,100.0,1,351,63.9,86.4,57.1,1,5,379,100.0,100.0,99.2,4,6,0,824,824,0,0,824,403,403,0,0,421,0
Josh Kreutz,144805,C,ILLINOIS,13,100.0,0,187,62.3,64.1,63.3,2,9,410,100.0,100.0,97.9,5,14,3,824,824,0,0,824,444,444,0,0,380,0
Shadre Hurst,158418,G,TULANE,14,100.0,0,319,77.2,69.1,79.3,3,9,364,100.0,100.0,98.4,3,12,0,823,0,822,0,823,384,384,0,0,439,0
Brennan Smith,149139,G,UTEP,12,100.0,1,330,63.4,64.7,62.9,2,15,433,100.0,100.0,97.3,5,20,3,821,155,660,0,821,454,454,0,6,367,0
Grant Starck,128245,T,OREGON ST,12,100.0,0,265,68.3,76.3,62.4,2,12,417,100.0,100.0,97.6,5,17,3,821,0,0,1,821,443,443,0,820,378,0
Markell Samuel,122253,T,APP STATE,11,100.0,0,108,53.1,54.8,52.4,3,18,432,100.0,100.0,96.4,3,26,5,820,0,3,817,820,469,469,0,0,351,0
Ka'ena Decambra,146066,T,HAWAII,12,100.0,0,180,76.0,74.0,73.8,2,19,576,100.0,100.0,97.8,4,23,2,820,0,0,817,820,602,602,0,0,218,3
Trevyon Green,156349,T,N CAROLINA,13,100.0,2,245,61.3,49.3,70.8,4,26,412,100.0,100.0,93.9,7,40,10,819,0,0,0,819,443,443,12,804,376,2
Jack Hollifield,144079,C,APP STATE,11,100.0,0,108,77.1,80.1,74.3,3,9,432,100.0,100.0,98.6,3,12,0,819,819,0,0,819,468,468,0,0,351,0
Gerad Christian-Lichtenhan,131673,T,OREGON ST,12,100.0,0,265,83.9,86.4,77.5,1,8,405,100.0,100.0,98.1,1,12,3,818,0,0,815,818,429,429,0,0,389,3
Quinn Carroll,98517,T,MINNESOTA,13,100.0,0,225,63.8,55.5,69.3,5,17,457,100.0,100.0,97.2,4,24,2,818,0,0,124,818,479,479,264,408,339,22
Greg Johnson,173406,C,MINNESOTA,13,100.0,0,225,60.5,69.3,60.7,3,14,457,100.0,100.0,97.9,7,18,1,818,818,0,0,818,479,479,0,0,339,0
Aliou Bah,157068,G,MARYLAND,12,100.0,0,215,52.1,60.0,48.2,3,12,507,100.0,100.0,98.3,9,16,1,817,0,0,0,817,539,539,817,0,278,0
Mason Murphy,74236,T,USC,12,100.0,1,326,55.6,58.2,60.4,11,13,498,100.0,100.0,97.0,10,27,3,817,0,0,45,817,517,517,0,771,300,1
Cam'Ron Johnson,101018,G,MISSOURI,12,100.0,1,229,78.4,70.2,84.1,2,7,395,100.0,100.0,98.4,7,11,2,817,0,1,1,817,411,411,814,1,406,0
Nate Williams,130322,T,S DIEGO ST,12,100.0,0,284,71.2,74.7,71.7,2,12,429,100.0,100.0,97.2,10,19,5,817,0,0,1,817,461,461,0,815,356,1
Cason Henry,158126,T,S CAROLINA,13,100.0,0,289,55.1,65.2,50.0,4,21,384,100.0,100.0,95.2,5,31,6,816,0,0,0,816,417,417,1,814,399,0
Donovan Jackson,145064,T,OHIO STATE,14,100.0,0,260,71.8,69.9,70.2,5,12,405,100.0,100.0,97.4,2,19,2,816,0,286,529,816,422,422,0,1,394,0
Amari Kight,99064,T,UCF,12,100.0,1,323,78.3,82.0,75.2,2,7,365,100.0,100.0,97.7,5,13,4,815,0,0,807,815,378,378,0,0,437,6
Paul Rubelt,123761,T,UCF,12,100.0,1,323,69.2,78.7,65.5,3,9,365,100.0,100.0,97.3,5,16,4,815,0,0,0,815,378,378,0,803,437,12
Michael Gonzalez,144155,G,LOUISVILLE,13,100.0,0,210,65.9,72.6,62.5,4,13,434,100.0,100.0,98.0,1,17,0,815,0,815,0,815,457,457,0,0,358,0
Adrian Medley,98550,G,UCF,12,100.0,2,323,68.5,73.2,66.1,2,6,365,100.0,100.0,97.8,3,12,4,815,0,815,0,815,378,378,0,0,437,0
Falepule Alo,128376,C,UTAH ST,11,100.0,0,329,68.4,74.8,66.1,6,6,456,100.0,100.0,98.5,4,13,1,815,814,0,0,815,480,480,0,0,335,0
Trevor Timmons,145577,T,GA STATE,12,100.0,1,175,58.9,55.4,60.3,5,29,479,100.0,100.0,96.0,3,36,2,815,0,0,0,815,511,511,0,815,304,0
Ethan Miner,98068,C,MISS STATE,12,100.0,0,227,69.3,78.6,63.9,0,9,448,100.0,100.0,98.3,1,12,3,814,814,0,0,814,483,483,0,0,331,0
Alec Johnson,156693,C,GA STATE,12,100.0,0,175,55.4,63.0,50.1,4,10,479,100.0,100.0,98.1,1,16,2,814,814,0,0,814,512,512,0,0,302,0
Pat Coogan,147482,C,NOTRE DAME,14,100.0,0,258,72.0,78.2,69.0,2,5,408,100.0,100.0,98.9,4,8,1,813,813,0,0,813,439,439,0,0,374,0
Josh Gesky,144808,G,ILLINOIS,13,100.0,0,187,60.5,65.7,57.3,2,15,407,100.0,100.0,97.4,3,19,2,813,0,813,0,813,441,441,0,0,372,0
James Brockermeyer,125681,C,TCU,12,100.0,0,305,71.5,81.1,67.7,1,7,477,100.0,100.0,99.0,5,9,1,812,812,0,0,812,500,500,0,0,312,0
Ethan Mottinger,128100,G,UMASS,12,100.0,1,216,67.5,70.0,66.7,5,10,383,100.0,100.0,97.0,6,19,4,812,0,213,0,812,413,413,292,307,399,0
Cayden Green,173697,G,MISSOURI,13,100.0,0,229,75.1,76.7,75.0,1,9,399,100.0,100.0,98.5,4,11,1,811,0,809,0,811,418,418,1,0,393,1
Jared Wilson,146717,C,GEORGIA,12,100.0,1,173,79.6,84.9,76.0,1,5,475,100.0,100.0,99.4,3,6,0,810,810,0,0,810,511,511,0,0,299,0
Joe Michalski,99426,C,OKLA STATE,12,100.0,1,262,71.1,81.6,64.1,1,3,459,100.0,100.0,99.3,1,5,1,810,810,0,0,810,492,492,0,0,318,0
DJ Campbell,163844,G,TEXAS,16,100.0,2,311,68.3,76.8,66.5,2,10,432,100.0,100.0,97.9,7,15,3,809,0,0,0,809,453,453,809,0,356,0
Lucas Scott,147358,T,ARMY,14,100.0,1,114,90.4,72.7,88.6,0,4,121,100.0,100.0,98.3,1,4,0,807,0,0,0,807,131,131,34,685,676,88
Jonah Monheim,86461,C,USC,12,100.0,0,326,70.9,69.3,71.4,2,14,495,100.0,100.0,98.4,2,16,0,807,807,0,0,807,514,514,0,0,293,0
Sal Wormley,101559,G,PENN STATE,16,100.0,0,266,71.1,70.4,72.8,0,12,406,100.0,100.0,98.0,6,14,2,807,0,6,0,807,422,422,800,0,385,1
Matt Gulbin,144191,G,WAKE,12,100.0,1,339,74.1,76.4,74.6,3,15,446,100.0,100.0,97.8,4,19,1,806,113,693,0,806,483,483,0,0,323,0
Javontez Spraggins,124299,G,TENNESSEE,13,100.0,2,307,59.9,78.3,54.4,1,9,394,100.0,100.0,98.2,3,12,2,805,0,0,0,805,424,424,805,0,381,0
Campbell Barrington,147505,T,BAYLOR,12,100.0,1,118,78.0,81.8,72.7,0,6,392,100.0,100.0,99.2,4,6,0,805,0,0,0,805,425,425,0,804,380,0
Tedi Kushi,108533,T,W MICHIGAN,13,100.0,0,347,74.7,71.5,72.2,1,11,356,100.0,100.0,97.2,2,16,4,805,0,0,803,805,370,370,1,0,435,0
Jack Sherwin,98226,T,W MICHIGAN,13,99.9,2,347,87.6,81.8,84.5,4,11,355,99.7,99.7,97.9,2,15,0,804,0,0,0,805,369,370,0,792,435,11
Connor Finucane,121569,T,ARMY,14,100.0,1,114,85.7,65.7,86.5,1,4,122,100.0,100.0,98.0,5,5,0,804,0,0,607,804,132,132,9,44,672,143
Sterling Porcher,156590,G,TEXAS TECH,11,100.0,0,315,48.1,56.0,45.2,4,13,458,100.0,100.0,97.1,5,22,5,804,0,670,128,804,477,477,1,2,327,1
Albert Reese IV,146848,T,MISS STATE,12,100.0,1,227,56.3,59.2,52.4,5,22,442,100.0,100.0,95.8,2,32,5,804,0,38,21,804,475,475,115,630,329,0
Luke Kandra,52487,G,CINCINNATI,12,100.0,0,138,76.7,84.1,74.3,1,7,428,100.0,100.0,99.1,1,8,0,803,0,0,0,803,447,447,803,0,356,0
Josh Priebe,129733,G,MICHIGAN,13,100.0,0,222,63.5,69.5,62.3,1,9,352,100.0,100.0,98.6,3,10,0,803,0,802,1,803,362,362,0,0,441,0
Joe Brunner,158690,G,WISCONSIN,12,100.0,0,349,63.1,77.8,59.4,1,11,386,100.0,100.0,98.4,7,12,0,802,0,798,4,802,411,411,0,0,391,0
Rey Burnett,102277,T,TULSA,12,100.0,1,320,48.1,48.4,51.8,4,23,445,100.0,100.0,95.4,8,34,7,801,0,0,0,801,475,475,83,717,326,0
Jake Slaughter,146693,C,FLORIDA,13,100.0,0,163,82.0,84.2,80.1,0,8,378,100.0,100.0,98.7,3,9,1,800,800,0,0,800,402,402,0,0,398,0
Alex Moore,86489,T,AIR FORCE,12,100.0,0,101,70.5,47.4,73.2,4,6,165,100.0,100.0,94.5,3,14,4,800,0,0,275,800,175,175,0,431,625,93
Addison West,98272,G,W MICHIGAN,13,99.9,0,347,94.9,90.5,94.4,0,2,353,99.7,99.7,99.7,1,2,0,799,99,0,0,800,367,368,700,0,432,1
Chase Mitchell,123886,T,VANDERBILT,13,100.0,2,333,49.9,44.2,56.4,7,17,355,100.0,100.0,96.6,8,24,0,797,0,0,364,797,380,380,0,433,417,0
Jake Davies,174812,T,WYOMING,12,100.0,0,351,36.9,23.6,44.5,14,21,369,100.0,100.0,93.4,2,42,7,797,0,0,797,797,394,394,0,0,403,0
Kaden Moore,123357,G,VA TECH,12,100.0,0,337,65.4,77.7,60.6,0,14,386,100.0,100.0,98.2,2,14,0,796,60,0,1,796,406,406,734,0,390,0
Elijah Prather,172362,T,TROY,12,100.0,0,318,56.7,60.9,52.6,6,14,388,100.0,100.0,96.4,1,24,4,796,0,3,791,796,409,409,0,0,387,0
Bill Katsigiannis,147319,G,ARMY,14,100.0,0,114,89.2,61.8,88.9,1,3,121,100.0,100.0,98.3,3,4,0,795,1,794,0,795,132,132,0,0,663,0
Alan Herron,181445,T,MARYLAND,12,100.0,0,215,58.0,49.6,65.0,14,19,483,100.0,100.0,95.5,3,38,5,795,0,0,0,795,514,514,0,795,281,0
Josh Kaltenberger,129819,C,MARYLAND,12,100.0,1,215,61.0,75.7,57.2,3,6,479,100.0,100.0,98.6,7,11,2,794,739,30,0,794,511,511,25,0,283,0
Henry Tabansi,171215,T,BUFFALO,13,100.0,2,126,66.5,64.8,65.3,4,11,351,100.0,100.0,96.7,6,19,4,793,0,0,791,793,370,370,0,0,423,1
Brant Banks,101581,T,RICE,12,100.0,0,275,73.7,77.4,72.9,3,11,505,100.0,100.0,98.2,6,16,2,792,0,0,0,792,526,526,0,791,266,0
Nick Del Grande,156673,T,COAST CAR,13,100.0,0,141,65.2,69.8,60.3,2,18,362,100.0,100.0,96.7,3,22,2,792,0,0,787,792,391,391,0,0,401,4
Cole Motes,128393,T,UTAH ST,11,99.7,0,329,52.4,58.5,53.1,3,11,433,99.8,99.6,97.7,8,17,3,792,0,0,737,794,456,458,0,53,336,2
Jalen Slappy,156800,G,MARSHALL,13,100.0,2,214,70.3,78.6,68.2,0,8,372,100.0,100.0,98.9,4,8,0,790,0,0,0,790,392,392,787,0,398,1
David Stickle,122419,C,RICE,12,100.0,1,275,54.8,60.0,56.2,5,17,506,100.0,100.0,97.2,8,25,3,790,790,0,0,790,527,527,0,0,263,0
Elijah Ellis,99452,T,MARSHALL,13,100.0,0,214,55.2,67.2,49.7,4,14,375,100.0,100.0,96.8,3,21,3,790,0,0,787,790,393,393,0,0,397,1
Daniel King,156877,T,TROY,12,100.0,0,318,76.4,79.6,76.5,3,7,387,100.0,100.0,98.4,6,11,1,789,0,0,0,789,408,408,360,429,381,0
Cole Potts,138463,G,JAMES MAD,13,100.0,0,197,64.9,68.9,64.3,1,7,391,100.0,100.0,98.5,4,10,2,788,0,0,0,788,404,404,785,0,384,3
Reid Holskey,130520,T,MIAMI OH,14,100.0,0,221,76.3,65.1,78.9,1,14,449,100.0,100.0,98.3,1,15,0,788,0,0,37,788,462,462,0,751,326,0
Teague Andersen,163424,T,UTAH ST,11,100.0,0,329,67.7,81.3,62.0,2,6,452,100.0,100.0,98.7,7,10,2,788,0,0,1,788,474,474,0,785,314,1
Caleb Cook,147118,G,GA SOUTHRN,13,100.0,1,174,67.7,75.1,63.5,3,12,431,100.0,100.0,98.3,1,15,0,787,0,2,1,787,468,468,771,0,319,9
Kuao Peihopa,146489,G,HAWAII,12,100.0,1,180,60.7,62.0,60.3,4,17,544,100.0,100.0,97.9,6,22,1,786,0,0,0,786,566,566,769,15,220,1
Boaz Stanley,172366,C,TROY,12,100.0,0,318,63.6,54.8,63.8,6,12,384,100.0,100.0,97.4,0,19,1,786,461,5,0,786,405,405,0,318,381,2
Josiah Thompson,184501,T,S CAROLINA,12,100.0,0,289,49.3,51.5,48.1,2,28,379,100.0,100.0,94.5,3,36,6,785,0,0,784,785,409,409,0,0,376,1
Joe Fusile,143914,G,GA TECH,13,100.0,0,176,59.4,64.0,56.7,4,10,375,100.0,100.0,97.9,1,15,1,783,0,779,0,783,395,395,0,0,388,3
Elijah Paige,174221,T,USC,13,100.0,0,326,66.6,65.4,66.6,9,17,470,100.0,100.0,96.8,3,28,2,783,0,0,782,783,488,488,0,1,295,0
Isaiah Wright,164040,T,UTEP,12,100.0,0,330,65.2,61.9,66.2,4,15,410,100.0,100.0,97.0,7,22,3,783,0,0,711,783,431,431,0,72,352,0
Brian Stevens,108439,C,VIRGINIA,11,100.0,0,335,70.5,79.3,69.1,2,7,426,100.0,100.0,98.5,8,11,2,782,782,0,0,782,454,454,0,0,328,0
Rush Reimer,147657,G,CAL,12,100.0,0,130,60.1,73.5,54.6,1,10,446,100.0,100.0,97.6,6,16,5,782,0,779,2,782,484,484,0,0,298,1
Marcellus Marshall,130496,G,UCF,12,100.0,0,323,59.6,76.4,54.2,2,7,346,100.0,100.0,97.8,2,12,3,782,65,0,2,782,357,357,706,9,425,0
Joe Huber,123565,G,WISCONSIN,12,100.0,0,349,68.7,76.2,66.4,0,6,384,100.0,100.0,99.0,4,7,1,782,16,0,1,782,409,409,765,0,373,0
Jake Renfro,123577,C,WISCONSIN,12,100.0,0,349,69.4,70.5,68.9,1,8,375,100.0,100.0,98.5,5,10,1,781,781,0,0,781,399,399,0,0,382,0
Jordan White,123439,G,LIBERTY,11,100.0,0,206,83.6,73.8,87.6,0,5,317,100.0,100.0,99.2,7,5,0,781,22,759,0,781,340,340,0,0,441,0
Preston Wilson,99429,G,OKLA STATE,12,100.0,0,262,68.8,87.0,61.9,1,3,443,100.0,100.0,99.5,1,4,0,781,0,0,0,781,474,474,781,0,307,0
Thomas Shrader,122417,T,APP STATE,11,100.0,0,108,61.4,55.9,65.7,5,27,411,100.0,100.0,96.1,7,32,0,781,0,0,0,781,444,444,0,777,337,3
Emmanuel Poku,162652,G,E CAROLINA,13,100.0,0,156,66.8,68.6,66.5,3,8,407,100.0,100.0,97.9,4,14,3,780,0,0,0,780,430,430,476,303,350,1
Austin Blaske,124011,C,N CAROLINA,12,100.0,0,245,69.5,84.6,65.1,1,4,410,100.0,100.0,99.4,6,5,0,780,780,0,0,780,437,437,0,0,343,0
DeVonte Gordon,98391,T,WAKE,11,100.0,3,339,76.9,79.4,79.9,3,5,436,100.0,100.0,98.4,14,11,3,779,0,0,776,779,469,469,0,0,310,2
Diego Pounds,143976,T,OLE MISS,13,100.0,3,226,59.6,60.5,61.1,3,18,417,100.0,100.0,97.0,7,23,2,779,0,0,779,779,439,439,0,0,340,0
Osmar Velez,101266,G,FRESNO ST,12,100.0,0,169,71.7,84.9,66.9,0,4,429,100.0,100.0,99.5,2,4,0,778,62,715,1,778,456,456,0,0,322,0
Tyler Booker,157001,G,ALABAMA,13,100.0,0,103,66.9,88.2,63.9,2,7,370,100.0,100.0,98.8,7,9,0,778,0,701,77,778,395,395,0,0,383,0
Koli Faaiu,146438,C,TEXAS A&M,13,100.0,0,312,62.1,67.0,58.1,2,12,381,100.0,100.0,97.9,1,15,1,778,778,0,0,778,398,398,0,0,380,0
Drew Kendall,143829,C,BOSTON COL,13,100.0,1,121,78.8,81.5,75.9,1,3,350,100.0,100.0,99.1,2,5,1,777,777,0,0,777,365,365,0,0,412,0
Brayden Rohme,100535,T,UMASS,12,100.0,0,216,61.9,76.0,53.8,4,12,368,100.0,100.0,97.3,3,18,2,777,0,0,776,777,396,396,0,0,381,0
Noah Josey,126259,G,VIRGINIA,12,100.0,0,335,67.3,80.9,61.3,0,12,427,100.0,100.0,98.1,1,14,2,777,72,703,0,777,452,452,0,0,325,2
JonDarius Morgan,146917,T,UAB,12,99.9,0,321,54.6,57.8,53.7,10,14,469,99.8,99.8,96.2,4,30,6,775,0,0,422,776,494,495,344,0,281,4
Parker Brailsford,162482,C,ALABAMA,13,100.0,0,103,66.4,82.1,61.4,1,6,369,100.0,100.0,99.1,4,7,0,775,775,0,0,775,394,394,0,0,381,0
Tegra Tshabola,75288,G,OHIO STATE,16,100.0,0,260,57.7,51.1,58.6,2,10,384,100.0,100.0,98.4,3,12,0,774,0,0,0,774,399,399,774,0,375,0
Alex Wollschlaeger,130396,T,BOWL GREEN,12,100.0,1,122,74.7,73.0,72.7,1,15,406,100.0,100.0,97.8,3,17,1,773,0,0,0,773,429,429,0,773,344,0
Jaren Kump,131859,C,UTAH,12,100.0,0,328,67.1,71.1,65.8,1,8,406,100.0,100.0,98.2,6,12,3,773,772,0,0,773,425,425,0,0,348,0
Luke Petitbon,123396,C,WAKE,11,100.0,0,339,72.0,89.4,68.3,1,3,434,100.0,100.0,99.1,6,6,2,773,773,0,0,773,467,467,0,0,306,0
Keagen Trost,102324,T,WAKE,12,100.0,0,339,71.9,71.4,69.9,2,15,434,100.0,100.0,97.6,4,19,2,772,0,0,105,772,469,469,0,662,303,5
Ozzy Trapilo,123552,T,BOSTON COL,12,100.0,0,121,76.8,80.5,69.9,1,12,347,100.0,100.0,97.6,0,15,2,772,0,0,0,772,362,362,0,756,410,15
Hadley Panzer,144598,G,KANSAS ST,13,100.0,0,199,66.6,69.0,64.8,2,13,389,100.0,100.0,98.1,4,15,0,772,0,618,0,772,404,404,154,0,368,0
Caleb Lomu,176655,T,UTAH,12,100.0,0,328,75.5,76.0,70.1,6,9,406,100.0,100.0,97.7,1,17,2,772,0,0,770,772,425,425,0,1,347,1
Riley Mahlman,145172,T,WISCONSIN,12,100.0,0,349,74.5,73.1,73.2,3,14,380,100.0,100.0,97.2,3,19,2,772,0,0,0,772,405,405,0,772,367,0
Andrej Karic,123120,G,TENNESSEE,13,100.0,0,307,69.1,68.7,69.8,0,7,379,100.0,100.0,98.5,3,9,2,770,0,770,0,770,406,406,0,0,364,0
