gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0021253,Jarrod Baxter,Jarrod,Jarrod,Baxter,,,,BAX626752,27268,BaxtJa00,1132,,3664,32004241-5862-6752-d85d-e997167fc82e,1979-03-09,RB,RB,,,73,243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vp4uour5on7uoaneuz4z",New Mexico,,44,2002,2005,ARI,CUT,,,4,,,2002,5,136,HOU
00-0032687,Keith Baxter,Keith,Keith,Baxter,,Keith,,BAX650858,43807,BaxtKe00,,,2582034,32004241-5865-0858-663d-7f0dfcd7f1be,1992-06-04,DB,DB,,,71,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/afpumuprpoklfbccctms",Marshall,,46,2016,2017,KC,RES,UFA,,1,,,,,,
00-0030975,Alex Bayer,Alex,Alex,Bayer,,,,BAY012833,,BayeAl00,9299,3571,17110,32004241-5901-2833-afd3-40e1b631ec74,1990-11-08,TE,TE,,,76,258,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m8pjsq97u43w7tlwugla",Bowling Green,,0,2014,2015,LAC,NWT,,,2,TE,,,,,
00-0040359,Jacob Bayer,Jacob,Jacob,Bayer,J.Bayer,Jacob,,BAY031583,58795,BayeJa00,150349,,4879478,32004241-5903-1583-b213-9c689f45cfd8,2002-12-12,OL,C,OL,C,75,310,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ry9kwdet7vtphldtlbqi",Arkansas State; Lamar,Sun Belt Conference,,2025,2025,CIN,DEV,RES,Reserve/Future,0,,,,,,
00-0025670,Steve Baylark,Steve,Steve,Baylark,,,,BAY069558,,,,,,32004241-5906-9558-32d5-3602a073b1c9,1983-07-28,RB,RB,,,72,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fcspntxwjyf2ljwwlcf1",UMass Amherst,,0,2007,2008,DEN,DEV,,,2,,,,,,
00-0000915,Martin Bayless,Martin,Martin,Bayless,,,,BAY083058,,BaylMa20,,,7031,32004241-5908-3058-40a1-45dad3333982,1962-10-11,DB,DB,,,74,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j1btpnt1rq0p05whbfsr",Bowling Green,,21,1984,1996,KC,ACT,,,13,,,1984,4,101,LA
00-0035947,Omar Bayless,Omar,Omar,Bayless,O.Bayless,Omar,,BAY124587,52849,BaylOm01,25522,9195,3917166,32004241-5912-4587-7ad0-576961982cf1,1996-12-15,WR,WR,WR,SLOT_WR,73,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yi21wpfzppjd4ehkhcyd",Arkansas State,Sun Belt Conference,17,2020,2021,CAR,CUT,CUT,Waivers/No Rec.,2,,,,,,
BAY166116,Rick Bayless,Rick,Richard,Bayless,,,,BAY166116,,BaylRi20,,,,32004241-5916-6116-b8a5-46fcd79ba12c,1964-10-15,RB,RB,,,72,202,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tyccmoxtih9wvc2t0avh",Iowa,,0,1989,1989,MIN,ACT,,,0,,,,,,
00-0033763,Evan Baylis,Evan,Evan,Baylis,E.Baylis,Evan,,BAY374377,45641,BaylEv00,23652,6239,2971280,32004241-5937-4377-541e-3cd274a7f89d,1993-11-18,TE,TE,,,77,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvuwzjpchrlbmmce3haw",Oregon,Pacific Twelve Conference,0,2017,2020,KC,DEV,CUT,Waivers/No Rec.,1,TE,,,,,
00-0037115,B.J. Baylor,B.J.,Benjamin,Baylor,B.Baylor,B.J.,,BAY400458,54793,BaylBJ00,52122,,4255988,32004241-5940-0458-ba2a-58b61a2b57e7,1998-09-08,RB,RB,,,71,205,,Oregon State,Pacific Twelve Conference,35,2022,2022,ATL,DEV,CUT,Waivers/No Rec.,0,,,,,,
00-0000918,John Baylor,John,John,Baylor,,,,BAY415290,,BaylJo21,,,7003,32004241-5941-5290-957a-16e8bdd600d0,1965-03-05,DB,S,,,72,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zti3v6wlzdawh8wqa4de",Southern Mississippi,,0,1989,1993,IND,ACT,,,6,,,1988,5,129,IND
BAY498348,Raymond Baylor,Raymond,Raymond,Baylor,,,,BAY498348,,BaylRa20,,,,32004241-5949-8348-1298-553c064a86d7,1947-03-07,DL,DE,,,77,263,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h0xsppeblboaxyezwkiy",Texas Southern,,0,1974,1974,LAC,ACT,,,1,,,,,,
BAY581406,Tim Baylor,Tim,Timothy,Baylor,,,,BAY581406,,BaylTi20,,,,32004241-5958-1406-e8af-f5c87f926991,1954-05-23,DB,FS,,,78,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocuhlohmfvulmx4j0kw9",Morgan State,,0,1976,1979,MIN,ACT,,,4,,,1976,10,283,BAL
00-0000919,Chris Bayne,Chris,Christopher,Bayne,,,,BAY638214,22552,BaynCh20,11651,,8158,32004241-5963-8214-df46-981ba8484e7e,1975-03-22,DB,DB,,,73,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uml8alp8otkyx3sfwwtq",Fresno State; San Bernardino Valley,,47,1997,1998,ATL,ACT,,,2,,,1997,7,222,ATL
00-0040415,Connor Bazelak,Connor,Connor,Bazelak,C.Bazelak,Connor,,BAZ447419,58859,BazeCo00,99135,12630,4426444,32004241-5a44-7419-ee4b-ea21e0cb3a8f,2000-09-22,QB,QB,QB,QB,75,225,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bac9zwjhpy5rbcr6zrug",Bowling Green; Indiana; Missouri,Mid-American Conference,8,2025,2025,TB,ACT,ACT,Active,0,,,,,,
00-0025449,Dan Bazuin,Dan,Dan,Bazuin,,,,BAZ717322,32255,,,,,32004241-5a71-7322-eacf-11eeac21f871,1983-07-22,DL,DE,,,75,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ytbkm9mkxnidd3qnogui",Central Michigan,,0,2007,2008,HOU,DEV,,,2,,,,,,
00-0023912,Arliss Beach,Arliss,Arliss,Beach,,,,BEA015686,,,,,,32004245-4101-5686-58a2-42c49ab9cd70,1984-03-28,RB,RB,,,70,219,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ulhnhvodmldv6eu24rpk",Kentucky,,0,2006,2008,HOU,CUT,,,1,,,,,,
00-0000925,Pat Beach,Pat,Patrick,Beach,,,,BEA055372,,BeacPa00,,,6423,32004245-4105-5372-bf97-d56cec00dd00,1959-12-28,TE,TE,,,76,243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjo4n1vhfcha2oitpso9",Washington State,,0,1982,1993,ARI,ACT,,,12,,,1982,6,140,BAL
00-0000926,Sanjay Beach,Sanjay,Sanjay,Beach,,,,BEA083058,,BeacSa00,,,6790,32004245-4108-3058-a039-876fb8035ede,1966-02-21,WR,WR,,,72,189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zc7vrv8kj6keko8y9eab",Colorado State,,0,1989,1993,SF,ACT,,,3,,,,,,
00-0029316,Kelvin Beachum,Kelvin,Kelvin,Beachum,K.Beachum,Kelvin,,BEA111513,38779,BeacKe00,7229,1614,15035,32004245-4111-1513-5626-cd2b32ceb041,1989-06-08,OL,OT,OL,T,75,308,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgul4jljoasida1h8tag",SMU,Conference USA,68,2012,2025,ARI,ACT,ACT,Active,14,T,A,2012,7,248,PIT
00-0019203,Terrance Beadles,Terrance,Terrance,Beadles,,,,BEA113820,,,,,,32004245-4111-3820-eee8-900a283439ce,1976-04-27,OL,G,,,75,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/inytkj763om65jnk1bxa",University of Arkansas at Pine Bluff,,75,2000,2000,NE,RES,,,0,,,,,,
00-0027658,Zane Beadles,Zane,Zane,Beadles,Z.Beadles,Zane,,BEA117665,35484,BeadZa20,5570,49,13261,32004245-4111-7665-27e8-6e0b04158ca2,1986-11-19,OL,G,OL,G,76,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rppve04bslxftp1vkgzk",Utah,Mountain West Conference,69,2010,2018,ATL,ACT,ACT,Active,9,G,,2010,2,45,DEN
00-0034232,Emmanuel Beal,Emmanuel,Emmanuel,Beal,E.Beal,Emmanuel,,BEA135400,46485,BealEm00,28139,7574,4037632,32004245-4113-5400-c9bf-80b9a6406c48,1995-06-26,LB,LB,,,72,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iplbilmcncsrh54e3y43",Oklahoma,,43,2018,2018,SEA,RES,RES,,0,,,,,,
00-0028185,Jeremy Beal,Jeremy,Jeremy,Beal,,,,BEA136122,37322,BealJe00,6399,23,14090,32004245-4113-6122-d15c-12fcddb2a9b2,1987-12-02,DL,DE,,,75,276,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xloki0wk1gq5rh9jce51",Oklahoma,,93,2011,2012,DEN,RES,,,1,,,2011,7,247,DEN
00-0038603,Robert Beal Jr.,Robert,Robert,Beal,R.Beal,Robert,,BEA158040,56038,BealRo00,57840,10997,4259558,32004245-4115-8040-cf61-5173f5b6029d,1999-08-18,DL,DE,DL,EDGE,76,250,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yuxokzgzu2p3o68w0wfx",Georgia,Southeastern Conference,51,2023,2025,SF,ACT,ACT,Active,3,ED,A,2023,5,173,SF
00-0034839,Sam Beal,Sam,Sam,Beal,S.Beal,Sam,,BEA144197,46983,BealSa00,13822,7674,3916720,32004245-4114-4197-d93b-43a373f8a8d4,1996-08-30,DB,DB,DB,CB,73,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2f6dvzikdojakefus8n",Western Michigan,Mid-American Conference,0,2018,2021,NYG,CUT,CUT,Practice Squad,3,CB,,2018,3,1,NYG
BEA166116,Bill Bealles,Bill,William,Bealles,,,,BEA166116,,BealBi20,,,,32004245-4116-6116-dcc1-750045277912,1963-06-11,OL,OT,,,79,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gygv0xb5vgdxolx0engh",Northern Iowa; Northern Illinois,,0,1987,1987,MIA,ACT,,,1,,,,,,
BEA221488,Shawn Beals,Shawn,Shawn,Beals,,,,BEA221488,,BealSh20,,,,32004245-4122-1488-daaf-e93d7dbeafd2,1966-08-16,WR,WR,,,70,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnjkun2h7hycc0f1nxeh",Idaho State,,0,1988,1988,PHI,ACT,,,0,,,,,,
BEA276860,Autry Beamon,Autry,Autry,Beamon,,,,BEA276860,,BeamAu20,,,,32004245-4127-6860-ec54-e6b4f759ad9f,1953-11-12,DB,FS,,,73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twpf5dzk6yebcfg7nqk9",Texas A&M-Commerce,,0,1975,1981,CLE,ACT,,,7,,,1975,12,311,MIN
00-0000932,Willie Beamon,Willie,Willie,Beamon,,,,BEA288110,,BeamWi20,,,7509,32004245-4128-8110-ae84-2fef1b8a8dbc,1970-06-14,DB,DB,,,71,184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmm27aatyovqvtarhnps",Northern Iowa,,21,1993,1996,NYG,RES,,,4,,,,,,
BEA332232,Bubba Bean,Bubba,Earnest,Bean,,,,BEA332232,,BeanBu00,,,,32004245-4133-2232-38e3-429d3f245138,1954-01-26,RB,RB,,,71,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wploobxfsi7jlqoi6s6c",Texas A&M,,0,1976,1979,ATL,ACT,,,3,,,1976,1,9,ATL
00-0039575,Jason Bean,Jason,Jason,Bean,J.Bean,Jason,,BEA335664,57695,BeanJa00,83529,12042,4360900,32004245-4133-5664-fb8a-1a183951f209,1999-12-03,QB,QB,QB,QB,74,196,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zxxuqmmnjevwu2vmzwez",Kansas; North Texas,Big Twelve Conference,8,2024,2024,IND,RSR,CUT,Waivers/No Rec.,0,,,,,,
00-0033192,Jimmy Bean,Jimmy,Jimmy,Bean,J.Bean,Jimmy,,BEA337135,44332,BeanJi01,11504,5541,2577505,32004245-4133-7135-d664-3e5102e4777d,1993-11-08,DL,DE,DL,EDGE,77,251,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/onhfgdtveihfrz4sddcb",Oklahoma State,,0,2016,2016,LV,DEV,CUT,,0,,,,,,
00-0019479,Robert Bean,Robert,Robert,Bean,,,,BEA344982,25443,BeanRo20,,,3998278,32004245-4134-4982-4c8a-91361c6dc4a3,1978-01-06,DB,DB,,,71,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yzdwrerbf65l7sq99iu2",Mississippi State; Georgia Military,,22,2000,2002,JAX,RES,,,3,,,2000,5,133,CIN
00-0040535,Dalys Beanum,Dalys,Dalys,Beanum,D.Beanum,Dalys,,BEA350583,58981,BeanDa00,138295,,4695407,32004245-4135-0583-1057-23416989df25,2002-10-12,DB,CB,DB,CB,73,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jowdpzqthdrodpnaewlq",South Dakota State,Missouri Valley Football Conference,37,2025,2025,NO,DEV,RES,Reserve/Future,0,,,,,,
00-0000939,Aaron Beasley,Aaron,Aaron,Beasley,,,,BEA432476,,BeasAa20,,,957,32004245-4143-2476-3748-5a35e0b1a3dd,1973-07-07,DB,CB,,,72,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gq7vnop9zpxzpe0zuokf",West Virginia,,37,1996,2004,ATL,ACT,,,9,,,1996,3,63,JAX
00-0029000,Cole Beasley,Cole,Cole,Beasley,C.Beasley,Cole,,BEA434808,38947,BeasCo00,7330,613,15349,32004245-4143-4808-b9d8-45a5d1a5ad73,1989-04-26,WR,WR,WR,SLOT_WR,68,174,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y5r0fhwctl6ljwvmktvu",SMU,Conference USA,9,2012,2023,NYG,CUT,CUT,PS; Vet,12,WR,P,,,,
00-0000942,Fred Beasley,Fred,Frederick,Beasley,,,,BEA438309,23623,BeasFr00,406,,1568,32004245-4143-8309-eea3-e8dea95ca527,1974-09-18,RB,FB,,,72,246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umrhfjqh3zwaqrj20h48",Auburn,,40,1998,2005,SF,ACT,,,8,,,1998,6,180,SF
BEA470662,John Beasley,John,John,Beasley,,,,BEA470662,,,,,,32004245-4147-0662-f39c-66ba69ac8464,1945-04-06,TE,TE,,,75,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk7tsmj6bsxea601btsv",California,,0,1974,1974,NO,ACT,,,7,,,,,,
BEA498348,Terry Beasley,Terry,Terry,Beasley,,,,BEA498348,,BeasTe00,,,,32004245-4149-8348-8869-c0ae0ab20998,1950-02-05,WR,WR,,,71,186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lu0iedgnfpuenxlnaezw",Auburn,,0,1974,1975,SF,ACT,,,3,,,,,,
00-0021324,Chad Beasley,Chad,Thomas,Beasley,,,,BEA520784,27351,BeasCh20,,,,32004245-4152-0784-9c63-8797f7baa647,1978-11-13,OL,OT,,,77,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knpbqvhzvghp6gw8rxni",Virginia Tech,,68,2002,2004,CLE,CUT,,,3,,,2002,7,218,MIN
BEA526034,Tom Beasley,Tom,Thomas,Beasley,,,,BEA526034,,BeasTo20,,,,32004245-4152-6034-4c61-f98430ce7d7b,1954-08-11,DL,DE,,,77,253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sncp1ceehiee4en7ywfe",Virginia Tech,,0,1978,1986,WAS,ACT,,,9,,,1977,3,60,PIT
00-0032240,Vic Beasley,Vic,Victor,Beasley,V.Beasley,Vic,,BEA528276,42351,BeasVi00,9441,3856,2512400,32004245-4152-8276-63bb-abe605bebca8,1992-07-08,DL,DE,LB,EDGE,75,246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdtjks6nyd7jdjhev3fn",Clemson,Atlantic Coast Conference,51,2015,2020,LV,ACT,UFA,Active,6,ED,A,2015,1,8,ATL
00-0025412,Jon Beason,Jon,Jonathan,Beason,,,,BEA530518,32218,BeasJo99,3641,1174,10469,32004245-4153-0518-ad9c-69c5d212679b,1985-01-14,LB,MLB,,,72,232,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bukxgrb2jlza2wfsbosg",Miami,,52,2007,2015,NYG,RES,,,9,LB,,2007,1,25,CAR
00-0033936,C.J. Beathard,C.J.,Casey,Beathard,C.Beathard,C.J.,,BEA000000,44916,BeatC.00,11859,5690,2979520,32004245-4100-0000-1302-8b14c2a27740,1993-11-16,QB,QB,,,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yw8euaevcvwswbx5w27w",Iowa,Big Ten Conference,,2017,2025,DET,DEV,DEV,PS; Vet,9,QB,A,2017,3,104,SF
BEA553720,Pete Beathard,Pete,Peter,Beathard,,,,BEA553720,,BeatPe00,,,,32004245-4155-3720-ebda-d97d479ef1fe,1942-03-07,QB,QB,,,73,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmbuixascoqfgpsal6qk",USC,,0,1975,1975,LV,ACT,,,11,,,,,,
00-0027036,William Beatty,William,William,Beatty,W.Beatty,Will,,BEA648028,34511,BeatWi20,4983,905,12610,32004245-4164-8028-fd96-9f8a8bb98e2b,1985-03-02,OL,OT,,,78,319,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfdsdnlhffir7knww7vo",Connecticut,,66,2009,2017,PHI,ACT,UFA,,9,T,,2009,2,60,NYG
BEA664464,Al Beauchamp,Al,Alfred,Beauchamp,,,,BEA664464,,BeauAl20,,,,32004245-4166-4464-99b8-b00aa19b4d96,1944-06-25,LB,LB,,,74,237,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubrjcprx50sedh0ysqol",Southern,,0,1974,1976,LA,ACT,,,9,,,,,,
BEA692150,Joe Beauchamp,Joe,Joseph,Beauchamp,,,,BEA692150,,BeauJo20,,,,32004245-4169-2150-c5bd-36cfe30123c7,1944-04-11,DB,DB,,,72,188,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k1e4eifsqbncgq4kwybl",Iowa State; Northwestern JC (OH),,0,1974,1975,CLE,ACT,,,10,,,,,,
BEA719836,Doug Beaudoin,Doug,Douglas,Beaudoin,,,,BEA719836,,BeauDo20,,,,32004245-4171-9836-fbde-3e49e81f6e04,1954-05-15,DB,SAF,,,73,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vf4gbao0ztsldixxsvfq",Minnesota,,0,1976,1981,LAC,ACT,,,6,,,1976,9,243,NE
BEA747522,Clayton Beauford,Clayton,Clayton,Beauford,,,,BEA747522,,BeauCl20,,,,32004245-4174-7522-5861-c8e5244b3b15,1963-03-01,WR,WR,,,71,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q2hxz6ulelute9xa3d1v",Auburn,,0,1987,1987,CLE,ACT,,,1,,,1985,10,258,DET
00-0000960,Terry Beauford,Terry,Terry,Beauford,,,,BEA757272,,,,,,32004245-4175-7272-fd6e-608104f74aa5,1968-03-27,OL,G,,,73,281,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tornjsyyumd0yjhfh76i",Florida A&M,,0,1991,1991,LAC,RES,,,0,,,,,,
00-0030426,Steve Beauharnais,Steve,Steven,Beauharnais,,,,BEA758553,40183,BeauSt00,8018,2260,15988,32004245-4175-8553-1240-143517cfa797,1990-05-02,LB,LB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s25ludkygcfxnegv6hw9",Rutgers,,90,2013,2014,WAS,ACT,,,2,LB,,2013,7,235,NE
00-0038800,Abraham Beauplan,Abraham,Abraham,Beauplan,A.Beauplan,Abraham,,BEA762877,56520,BeauAb00,121720,11127,4686533,32004245-4176-2877-be78-f6eced73ad4a,2000-02-03,LB,LB,,,74,236,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/juqggt1kbndxugecfjgt",Marshall,Sun Belt Conference,48,2023,2024,DET,DEV,CUT,Waivers/No Rec.,1,,,,,,
00-0000965,Aubrey Beavers,Aubrey,Aubrey,Beavers,,,,BEA792394,,BeavAu20,,,7608,32004245-4179-2394-ef13-89f94e5ac78e,1971-08-30,LB,LB,,,75,231,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwzswt4i3wp5otlijxgc",Oklahoma,,58,1994,1996,NYJ,ACT,,,3,,,1994,2,54,MIA
00-0037285,Darrian Beavers,Darrian,Darrian,Beavers,D.Beavers,Darrian,,BEA794435,54647,BeavDa00,55107,10227,4239121,32004245-4179-4435-46df-ffda0df989a5,1999-07-05,LB,LB,LB,MLB,76,255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rys0ayjfuyf9citmnumt",Cincinnati; Connecticut,American Athletic Conference,43,2022,2023,NYG,ACT,CUT,Waivers/No Rec.,2,,,2022,6,182,NYG
BEA802894,Scott Beavers,Scott,Scott,Beavers,,,,BEA802894,,BeavSc20,,,,32004245-4180-2894-a44a-25388942b6fc,1967-02-17,OL,G,,,76,277,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwr7lfrb9sfmbigis7vl",Georgia Tech,,0,1990,1990,DEN,ACT,,,0,,,,,,
00-0032405,Willie Beavers,Willie,Willie,Beavers,W.Beavers,Willie,,BEA813394,43410,BeavWi00,10755,4834,2587711,32004245-4181-3394-1262-364da1600542,1993-10-02,OL,G,OL,T,77,324,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swol2pcnwfliwfviq3jk",Western Michigan,Mid-American Conference,64,2016,2022,WAS,CUT,CUT,Waivers/No Rec.,2,T,A,2016,4,121,MIN
BEB553722,Nick Bebout,Nick,Nicholas,Bebout,,,,BEB553722,,BeboNi20,,,,32004245-4255-3722-ebd8-34fbc653a25e,1951-05-05,OL,OT,,,77,261,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvcsqguhvheqdfpv9bil",Wyoming,,0,1974,1980,MIN,ACT,,,8,,,,,,
00-0000969,Brett Bech,Brett,Brett,Bech,,,,BEC029249,,BechBr00,,,1164,32004245-4302-9249-6d84-242e7f11bcde,1971-08-20,WR,WR,,,73,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkskbazdwpmo2wc02vhr",LSU,,89,1996,1999,NO,RES,,,3,,,,,,
00-0040729,Jack Bech,Jack,Jack,Bech,J.Bech,Jack,,BEC032624,58263,BechJa00,146771,12418,4603186,32004245-4303-2624-2fe9-8c9449163a50,2002-12-18,WR,WR,WR,WR,73,214,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feplgtl0x1svqen9szwv",TCU; LSU,Big Twelve Conference,18,2025,2025,LV,ACT,ACT,Active,0,WR,A,2025,2,58,LV
00-0019457,Anthony Becht,Anthony,Anthony,Becht,,,,BEC035999,25336,BechAn00,602,6655,2158,32004245-4303-5999-9950-83eb224fbc2d,1977-08-08,TE,TE,,,78,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fffb8tbtlmzhxgntrrna",West Virginia,,88,2000,2011,KC,ACT,,,11,TE,,2000,1,27,NYJ
00-0034959,Andrew Beck,Andrew,Andrew,Beck,A.Beck,Andrew,,BEC046566,48096,BeckAn01,47121,8077,3125107,32004245-4304-6566-b5fa-35b9a8ef10b0,1996-05-15,RB,RB,RB,FB,75,255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgfleml3vlakevf285n3",Texas,Big Twelve Conference,47,2019,2025,NYJ,ACT,ACT,Active,6,FB,A,,,,
00-0025427,John Beck,John,John,Beck,,,,BEC177695,32233,BeckJo00,3656,6714,10484,32004245-4317-7695-669f-0ec465a473d1,1981-08-21,QB,QB,,,74,217,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqodmof3pebek3cb1qx6",BYU,,12,2007,2012,HOU,CUT,,,6,QB,,2007,2,40,MIA
00-0023525,Jordan Beck,Jordan,Jordan,Beck,,,,BEC189320,29917,BeckJo20,2307,,8504,32004245-4318-9320-9392-045c993853f5,1983-04-18,LB,LB,,,74,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctbvt4egknvbnvpywpxn",Cal Poly (San Luis Obispo),,57,2005,2007,DEN,ACT,,,2,,,2005,3,90,ATL
00-0019731,Matt Beck,Matt,Matthew,Beck,,,,BEC255535,,,,,,32004245-4325-5535-eb47-6f560deb08c2,1977-02-16,LB,ILB,,,75,238,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsfisftnwwcryaeofeg9",California,,55,2000,2000,LA,RES,,,0,,,,,,
BEC341999,Dave Becker,Dave,David,Becker,,,,BEC341999,,BeckDa20,,,,32004245-4334-1999-70fc-961bad2d4e41,1957-01-15,DB,DB,,,74,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctkgy8eap8eoyyvix6mc",Iowa,,0,1980,1980,CHI,ACT,,,1,,,1979,12,312,CHI
BEC390856,Doug Becker,Doug,Douglas,Becker,,,,BEC390856,,BeckDo20,,,,32004245-4339-0856-a534-761e9796b637,1956-06-27,LB,LB,,,72,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skncsakhui8kucse1w77",Notre Dame,,0,1978,1978,BUF,ACT,,,0,,,1978,10,268,PIT
BEC488570,Kurt Becker,Kurt,Kurt,Becker,,,,BEC488570,,BeckKu20,,,,32004245-4348-8570-5e5e-c3e186f838d1,1958-12-22,OL,G,,,77,251,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nq9lzsbh72uxs6vw2rqb",Michigan,,0,1982,1990,CHI,ACT,,,9,,,1982,6,146,CHI
00-0035322,Nate Becker,Nate,Nathan,Becker,N.Becker,Nate,,BEC512998,48449,BeckNa00,29141,8280,3125999,32004245-4351-2998-8a22-7cf71db7878c,1996-03-24,TE,TE,TE,TE,77,264,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjfpyjbaz6dfn0alet5h",Miami (Ohio),Mid-American Conference,84,2019,2020,BUF,DEV,RES,Waivers/No Rec.,1,TE,A,,,,
00-0035914,Ryan Becker,Ryan,Ryan,Becker,R.Becker,Ryan,,BEC525213,52816,BeckRy00,47348,,4039553,32004245-4352-5213-f687-dc2bad192e98,1997-12-23,TE,TE,TE,TE,77,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fz6elkcn8kxdksqgeulj",SMU,American Athletic Conference,80,2021,2021,ATL,CUT,CUT,Waivers/No Rec.,0,,,,,,
00-0019701,Rogers Beckett,Rogers,Rogers,Beckett,,,,BEC552756,25352,BeckRo20,,,2174,32004245-4355-2756-9c34-8eef62a1c289,1977-01-31,DB,S,,,74,207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awml2igznzutl4de4aae",Marshall,,45,2000,2004,CIN,ACT,,,5,,,2000,2,43,LAC
00-0036744,Tavante Beckett,Tavante,Tavante,Beckett,T.Beckett,Tavante,,BEC554045,53949,BeckTa00,42663,,4037604,32004245-4355-4045-fe64-815fc245c392,1997-10-21,LB,LB,,,71,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fnb16egqxsczb8qykv2i",Marshall,Conference USA,59,2021,2021,DET,DEV,RES,Reserve/Future,0,,,,,,
